Date;Url;Nombre requêtes;Taille(kb);Taille du dom;GES;Eau;ecoIndex;Note
29/10/2024 10:46:53;"http://braxters/Login";5;4;20;1.08;1.62;96.04;A
29/10/2024 10:46:34;"http://braxters/Contact";7;7;27;1.09;1.64;95.39;A
29/10/2024 10:46:22;"http://braxters/Description";7;6;27;1.09;1.64;95.40;A
29/10/2024 10:46:11;"http://braxters/";8;782;134;1.28;1.93;85.82;A
